train	9769
none	0
train	5020
none	0
train	7546
train	7219
none	0
train	5747
train	2327
train	3477
train	3460
train	4479
train	106
none	0
train	7223
none	0
train	5307
none	0
train	4393
train	8217
dev	276
train	1586
dev	500
none	0
train	5540
dev	727
train	7064
train	2497
train	9902
train	2646
train	1442
train	4825
train	10375
train	8274
none	0
none	0
none	0
train	7975
train	9807
train	2885
train	5437
train	992
none	0
none	0
none	0
dev	1091
test	962
none	0
none	0
none	0
train	4034
train	9243
none	0
none	0
train	1091
train	1334
train	1836
test	207
train	7789
none	0
train	8130
test	824
train	8538
none	0
none	0
train	1188
train	1348
none	0
none	0
test	915
train	4449
dev	996
train	1822
test	281
train	3186
train	8305
train	6708
none	0
train	3225
train	8320
none	0
none	0
train	5147
none	0
none	0
train	768
train	6466
none	0
none	0
none	0
train	5718
none	0
none	0
train	9240
train	7028
train	9705
train	10088
train	5940
train	1841
train	5186
train	2985
none	0
train	7646
train	4552
none	0
train	3534
train	7346
train	2809
train	8997
train	4202
train	8708
train	7662
train	7955
none	0
train	9377
train	9408
none	0
none	0
train	8204
none	0
train	9036
train	7491
train	1161
none	0
train	4664
none	0
train	1666
none	0
train	7108
train	1905
train	4427
train	8868
dev	68
none	0
train	8832
train	2936
none	0
train	10003
test	821
train	6045
train	4797
train	7356
dev	79
train	9783
train	9913
train	8736
none	0
train	5723
none	0
test	1103
train	6094
none	0
train	7618
train	8646
train	8065
train	6327
train	4964
train	8448
train	8608
none	0
train	10093
none	0
train	4352
train	5503
train	9845
train	9674
train	5312
train	43
test	314
train	9722
test	77
test	862
train	9610
none	0
none	0
none	0
dev	1114
dev	277
dev	443
train	9696
train	8443
none	0
train	9105
train	4575
train	9444
train	3997
none	0
none	0
test	1109
none	0
test	166
train	6319
train	10287
train	2034
train	1012
train	8517
none	0
none	0
none	0
test	1192
train	5988
train	4259
none	0
none	0
train	1912
test	717
none	0
none	0
train	7097
dev	663
train	2197
test	1093
train	3923
train	1149
none	0
train	2613
train	2690
train	3014
test	1233
train	2840
train	2389
train	883
none	0
train	2065
dev	1045
train	7231
none	0
train	3584
train	2454
train	7581
test	728
none	0
none	0
none	0
train	9465
train	6337
none	0
dev	339
none	0
train	10281
none	0
test	448
none	0
train	1455
train	5957
train	2638
train	2960
test	435
train	455
test	70
train	7290
none	0
train	8984
train	1835
test	582
train	1191
none	0
train	2494
train	9516
train	8908
train	2129
none	0
none	0
train	2754
none	0
none	0
train	67
test	397
train	570
dev	979
train	3968
train	5356
train	6267
train	3657
train	5118
none	0
none	0
train	533
train	6934
train	4485
none	0
train	10303
train	2981
none	0
dev	773
train	976
train	6087
train	451
none	0
train	4751
train	241
train	10352
train	8847
train	3428
none	0
train	502
train	6243
none	0
train	2621
none	0
train	9442
none	0
test	577
train	7970
train	2067
train	2909
train	4949
none	0
train	5116
none	0
dev	667
test	482
train	9720
train	5255
train	1079
train	4515
test	185
train	3954
train	7713
train	219
dev	415
none	0
train	4955
none	0
none	0
train	7921
test	401
train	1086
train	4585
none	0
train	9349
train	396
test	634
train	9158
none	0
train	4254
train	5208
test	781
train	9315
train	973
train	20
train	3969
none	0
dev	653
none	0
train	6779
none	0
train	5683
train	8369
train	7270
train	4281
dev	20
train	2029
none	0
train	8804
dev	302
test	934
dev	103
train	7571
none	0
train	4835
train	3004
train	4812
train	1750
train	7584
train	797
train	9745
train	3648
train	8059
train	4721
train	8542
train	6193
dev	504
dev	1226
train	1037
test	326
train	2720
train	190
test	267
none	0
train	8573
train	821
train	2008
train	5614
train	2444
train	9773
train	5922
none	0
none	0
train	2686
train	3827
train	7113
none	0
train	435
none	0
none	0
train	3913
train	3030
train	10067
train	8899
dev	4
train	3106
test	45
train	7727
train	42
train	7378
train	7694
train	8669
none	0
train	4576
train	8121
test	670
train	5509
train	4715
none	0
train	10416
test	839
dev	829
train	8676
train	2582
dev	67
dev	223
train	3841
train	5442
none	0
train	7371
train	2032
none	0
train	2724
train	9059
train	461
test	798
train	4760
train	7031
train	9413
train	372
train	2594
none	0
none	0
train	3843
none	0
none	0
none	0
none	0
none	0
none	0
none	0
train	8167
train	10239
none	0
train	7506
none	0
none	0
none	0
none	0
train	6980
none	0
test	489
none	0
train	4400
none	0
dev	1228
dev	906
train	7322
none	0
train	8998
test	1097
none	0
train	8507
train	4613
none	0
train	1797
none	0
train	1670
dev	166
train	8147
train	4049
train	4158
dev	1057
train	5371
train	5296
train	9869
train	3019
train	50
none	0
train	6630
train	6719
train	7710
train	364
none	0
train	2747
train	6865
train	8212
none	0
train	1499
train	5274
train	9168
train	9391
train	4563
none	0
train	6524
test	259
train	9145
train	5686
test	487
train	9114
train	4524
train	9087
train	9260
train	9078
train	9997
train	2154
dev	193
none	0
none	0
test	0
dev	199
test	974
train	5245
none	0
none	0
none	0
test	152
train	6171
train	1682
train	1185
train	7314
train	9878
train	2047
train	7191
train	920
train	7276
none	0
train	7974
none	0
none	0
test	471
train	1664
train	8403
test	772
dev	1262
train	338
test	788
train	6727
train	5071
dev	1142
train	8240
train	10000
none	0
train	5166
dev	810
train	2404
train	6612
none	0
train	3328
train	1220
none	0
train	4567
train	3136
none	0
train	3928
train	4540
train	1487
train	4796
none	0
none	0
train	5662
train	3809
train	7753
train	2388
train	6889
train	1649
train	10256
dev	762
train	7443
none	0
train	4286
train	7555
train	2121
none	0
train	4917
train	4397
train	5017
train	9126
train	10245
train	8937
train	2139
train	5014
none	0
train	10174
train	8090
train	840
none	0
none	0
train	2342
train	6534
none	0
none	0
none	0
none	0
none	0
none	0
none	0
train	8284
none	0
train	4662
none	0
train	1847
train	1605
train	5816
train	8540
train	9452
none	0
test	1294
train	5308
test	637
train	4781
train	5905
none	0
train	149
train	6637
train	1775
none	0
dev	292
train	7468
train	802
none	0
train	700
train	2681
train	40
train	1121
dev	1309
none	0
train	5326
none	0
train	452
test	410
train	6518
train	10362
train	3791
none	0
train	6469
train	2345
none	0
train	2463
train	3686
train	2567
dev	830
none	0
none	0
none	0
test	936
train	6960
none	0
none	0
train	3232
none	0
train	5812
train	3387
train	6874
train	5558
train	2450
train	3449
dev	572
dev	384
train	625
test	54
train	8504
dev	438
train	8510
train	7523
train	8115
train	439
train	2322
train	9994
train	5847
none	0
test	427
train	4175
none	0
train	6791
train	3330
test	1261
train	8024
train	8409
train	2734
train	5283
train	1819
none	0
test	937
train	3783
train	8545
none	0
none	0
none	0
none	0
train	8562
none	0
train	8656
train	2932
train	7910
train	6998
train	4487
train	8045
dev	1140
train	875
dev	924
dev	1276
none	0
train	9459
none	0
none	0
none	0
none	0
train	7768
train	2276
none	0
none	0
none	0
dev	364
none	0
none	0
none	0
none	0
train	2952
none	0
none	0
test	968
train	2023
train	85
train	5477
dev	1126
none	0
train	3234
train	4700
train	4908
dev	117
train	10538
dev	342
train	3254
train	8203
dev	485
train	9161
train	2551
train	2259
train	5140
train	5280
dev	965
none	0
test	1185
none	0
none	0
none	0
none	0
train	3848
train	4411
train	1265
dev	189
train	2530
none	0
none	0
dev	860
none	0
dev	631
dev	183
train	3770
none	0
train	714
none	0
none	0
train	3860
none	0
train	4653
dev	1128
train	6043
train	8000
none	0
none	0
none	0
none	0
train	7840
none	0
none	0
dev	167
train	6500
none	0
none	0
none	0
none	0
train	5879
none	0
none	0
none	0
none	0
train	1367
train	6488
none	0
train	5490
train	9546
train	887
train	10194
none	0
none	0
none	0
none	0
train	1314
dev	461
train	6330
none	0
test	807
none	0
test	1144
none	0
none	0
test	31
none	0
dev	372
none	0
none	0
train	1291
none	0
none	0
none	0
dev	1184
none	0
none	0
train	7200
train	951
none	0
train	1692
train	10183
none	0
train	891
train	7952
none	0
train	4078
train	6987
train	10356
none	0
train	9685
train	1232
train	8738
train	10197
train	5421
test	874
none	0
none	0
test	1274
none	0
train	6154
none	0
none	0
test	452
train	4874
none	0
none	0
train	8078
none	0
train	8343
train	9920
dev	1251
train	10050
none	0
none	0
none	0
none	0
none	0
none	0
train	4091
train	5154
none	0
train	8092
train	353
train	9336
none	0
train	9797
test	643
none	0
none	0
train	1673
train	6949
train	6542
train	1684
train	2162
train	5445
none	0
none	0
test	415
train	637
train	1622
train	10327
none	0
none	0
test	123
none	0
train	9477
train	9644
train	1997
none	0
train	735
train	2255
none	0
train	6418
none	0
none	0
none	0
none	0
train	8044
none	0
none	0
none	0
none	0
train	1018
test	364
none	0
none	0
dev	1145
none	0
train	985
none	0
none	0
none	0
none	0
none	0
none	0
train	6101
dev	1270
train	6687
train	205
none	0
dev	690
test	321
train	2688
dev	1046
none	0
test	1027
none	0
train	9492
none	0
none	0
train	6259
train	10196
none	0
train	6075
none	0
train	6157
train	10091
test	1180
train	7559
train	8025
none	0
none	0
test	1226
test	959
none	0
train	9428
train	7766
train	862
none	0
train	10521
train	1310
train	4722
train	8815
dev	15
train	366
none	0
none	0
train	730
train	5507
train	1866
train	6365
train	5108
train	7561
train	1300
none	0
train	6937
train	9860
none	0
train	7548
test	1285
none	0
train	8123
none	0
train	7447
train	4441
none	0
train	6668
none	0
none	0
none	0
none	0
none	0
train	3342
none	0
train	7804
train	5413
none	0
train	1044
train	575
train	2565
none	0
train	7445
none	0
train	3301
none	0
train	4516
none	0
train	4826
none	0
train	4167
none	0
none	0
train	10023
none	0
train	967
train	1244
none	0
train	3182
train	4319
none	0
none	0
train	7784
train	2871
none	0
none	0
train	4257
none	0
train	9455
none	0
train	2886
none	0
train	7592
train	7809
train	915
none	0
train	1372
train	10545
train	6749
train	8975
train	6639
none	0
train	2725
train	4200
train	7835
train	4820
test	1250
none	0
none	0
train	10512
train	6331
train	5119
train	8280
train	4284
dev	343
train	5320
none	0
none	0
train	7047
none	0
test	588
none	0
train	3828
train	621
dev	700
none	0
none	0
train	6116
none	0
train	6021
dev	418
train	3138
train	4610
train	4312
train	10208
test	30
none	0
none	0
none	0
none	0
train	6198
none	0
none	0
train	1469
train	10058
train	1500
none	0
train	1936
none	0
train	10178
none	0
train	8996
train	4803
train	6228
train	2363
train	7444
train	4979
train	7844
train	2085
none	0
train	5901
none	0
dev	591
none	0
train	8300
none	0
train	4184
test	385
train	6894
train	7831
train	10523
train	378
train	8223
train	4864
train	9044
test	493
train	9481
train	7938
train	756
train	7541
train	9623
none	0
none	0
none	0
none	0
train	2221
train	2457
train	1078
train	9216
train	10406
train	1752
none	0
train	849
none	0
train	69
train	4372
none	0
train	1068
none	0
